jcs-JobTitle href,jcs-JobTitle,mosaic-provider-jobcards-1f1q1js,mosaic-provider-jobcards-1f1q1js (2),css-1h7lukg,css-1ey0anm,css-1restlb,css-18z4q2i,css-18z4q2i (2),more-items,css-18z4q2i (3),css-o11dc0,css-o11dc0 (2),css-1yxm164,more_loc href,more_loc,ialbl,css-o11dc0 (3),css-16euvrx,css-1restlb (2),css-o11dc0 (4),more-items (2),css-o11dc0 (5),css-o11dc0 (6),css-o11dc0 (7),css-o11dc0 (8)
https://ca.indeed.com/rc/clk?jk=8c04925f51658075&bb=pYgpg7hC11cXjPbdU2A_hPictYC5Zr5__QDbz2ggrjJsCiqqlpnG08NiklccU4l7zoCRPCAJLhP4MIW6vJmwVaIscnUcM89eAT3DwhqUZwHsypGfl4xWrQhJE3wYrubT&xkcb=SoCd67M356l7XDQB5B0FbzkdCdPP&fccid=9645047fb7b1d4e3&vjs=3,"Vice President, Business Intelligence and Analytics",,,SickKids Foundation,,"Toronto, ON M5G 1E8","$207,060–$245,630 a year",Full-time,,,,,,,,,,,,,,,,,"SICKKIDS FOUNDATION IS ON THE HUNT FOR AN EXTRAORDINARY VICE PRESIDENT, BUSINESS INTELLIGENCE AND ANALYTICS ABOUT US SickKids Foundation, with over 50…"
https://ca.indeed.com/rc/clk?jk=de914f236939b57f&bb=HGocRlg8CSayHfao0rd_SWEhBszLUaAYaJHTBjrmCI7lmi6dHCBnBGbBLuecvaWMRToeFCFBz_2MDGv4Isv3UIHLFrf-nOcz5BcX3KGg_ltau9JbAXA8gPhHGG78EknM&xkcb=SoD-67M356l7J_x7sJ0LbzkdCdPP&fccid=76da825dcccd0189&cmp=Tsb-Communications&ti=Lead+Engineer&vjs=3,Lead AI Engineer – PropTech Innovation,,,TSB Communications,,"Vancouver, BC","$70,000–$130,000 a year",Full-time,+2,,"AI Innovation: Design and implement AI models to enhance or replace virtual staging processes, leveraging data for scalability and efficiency.",data,,,,Easily apply,,,,,,,,,
https://ca.indeed.com/rc/clk?jk=a66e74e7ebaf6433&bb=HGocRlg8CSayHfao0rd_Sc7DtXbQ3o0ND8wP6BcOZi6oV0B3zgwN4bBrUV8c7H2PW4_gSgvioxqDUN79zXM1YCQKQb4mkdCw2bTa-ThPDgU4s-cVVCLkIlQx9bP5rOgj&xkcb=SoBK67M356l7J_x7sJ0KbzkdCdPP&fccid=c9390d3d20f66dd1&vjs=3,Senior Machine Learning Engineer,,,Tantalus,,"Burnaby, BC V5G 0B3","$120,000–$145,000 a year",Full-time,,,Expertise in SQL for data extraction.,data,,,,Easily apply,Designing cloud-native solutions and infrastructure for real-time or batch data processing.,,,data,,,,,
https://ca.indeed.com/rc/clk?jk=13db2558994ffbb7&bb=HGocRlg8CSayHfao0rd_SbiPkQo03uH1tjOp1L5C4C5dHA0zv8laV6OYAt7KKuskf0inzzJ4Soq_dVgHqAIcGVGzcBXjTuE32994tCoHzfm34AUQROL3Vhg5lPM2B2V1&xkcb=SoDX67M356l7J_x7sJ0JbzkdCdPP&fccid=48576a41feba560f&vjs=3,Manager of Data Science & Analytics,,,Consumer Protection BC,,"Victoria, BC","$80,556.20–$92,047.14 a year",Full-time,,,Your work in progressing the organization’s overall data literacy means employees understand better than ever how data and analysis can enhance work processes.,data,,,,Easily apply,,,,data,,,,,
https://ca.indeed.com/rc/clk?jk=1500bbef91c6beda&bb=HGocRlg8CSayHfao0rd_STJfcZpt79TOlZh2aplbrzNEgrcW0H1YAAH8H9M9ABuzDiP3Cb57pKZxJZE295dyQvYNvgHtkyzMgFU0fWnb0iK5SAEW_18-EA%3D%3D&xkcb=SoBj67M356l7J_x7sJ0IbzkdCdPP&fccid=0ef6dc28de653b3a&vjs=3,Senior Systems Design Applied Scientist,,,Ballard Power Systems Inc.,,"Vancouver, BC",,,,,The Senior Systems Design Applied Scientist will play a key role in profitably delivering innovative clean energy solutions to our customers by providing…,Scientist,,,,Easily apply,,,,,,,,,
https://ca.indeed.com/rc/clk?jk=6f01d189e4c5dc22&bb=HGocRlg8CSayHfao0rd_STt27hyrpqXIj4sbeU2jraQ0VOqqwuIvxVbj9aa-qvVsSyV6gyN6AKCSIfQ5OZukJljKmGL3LpBK--LyHZzFhIas4J-hKRXDSebXESNTIuAE&xkcb=SoDt67M356l7J_x7sJ0PbzkdCdPP&fccid=4fac8d665ce49365&vjs=3,Calgary Police Service - Tactical Crime and Intelligence Analyst,,,City of Calgary,,"Calgary, AB",$45.53–$60.86 an hour,"Full-time
+1",+1,,"Create queries and visualizations (using Structured Query Language: SQL, Power Query, Power BI, ArcGIS PRO (or equivalent) on data to advance investigations and…",data,,,,,,,,,+4,,,,
https://ca.indeed.com/rc/clk?jk=713dd4442c6f53ce&bb=HGocRlg8CSayHfao0rd_SUvgXaTkO_JVRwAfVojsVRFQqSOjTCDLQ1lWSgNb4LpCxLOVEYRIVFUCqpVUn8UI00K32sEAFH1odeP_SecEipfWmKvAf6HyHQ%3D%3D&xkcb=SoBZ67M356l7J_x7sJ0ObzkdCdPP&fccid=537b899e30af3338&vjs=3,Lead Machine Learning Engineer,,,Royal Bank of Canada,,"Mississauga, ON L5C 1E4",Full-time,,,,Experience managing data scientists and engineers.,data,,,,,Experience developing robust data pipelines that can automate data flow from various sources into the system.,,,scientists,,data,,data,
https://ca.indeed.com/rc/clk?jk=cc58ed72aa311080&bb=HGocRlg8CSayHfao0rd_SVZikYuK4LuS6dLPhrWJ0Ws2J6ufDGI-J_umfKL3b7CFIKXM3sOXkUbPSD3uZvgnXGA5lnTbL3XPpbP4KKYh8sZCgH2H0nsilVB9A0mdszObt3twXGn0MEU%3D&xkcb=SoDE67M356l7J_x7sJ0NbzkdCdPP&fccid=b32c06a9c131e7bb&vjs=3,"Manager, Data & Analytics",,,Pattison Food Group,,"Langley, BC",,,,,A degree in a STEM discipline with at least 5 years of relevant experience in data analytics or data science.,data,,,,,Leading and developing a team of data analysts.,,,data,,data,,,
https://ca.indeed.com/rc/clk?jk=2e8cb19384f888fb&bb=HGocRlg8CSayHfao0rd_Scz4NZagCbWc6qj3r3yOGTNI179X8jrJer4ZJ8EdtxNqKkQoUam_Kby4Y1cIUvjVVOeba3exrKe-I_SGI25N0PWJ1kxmVgTPiQ%3D%3D&xkcb=SoBw67M356l7J_x7sJ0MbzkdCdPP&fccid=537b899e30af3338&vjs=3,"Manager, Workforce & Transformation Analytics",,,Royal Bank of Canada,,"Toronto, ON M9W 0A4",Full-time,,,,Source data from various platforms and build automated data pipelines.,data,,,,,Ability to perform complex data analysis on large volumes of data and present findings to…,,,data,,data,,data,
https://ca.indeed.com/rc/clk?jk=b7f291a2a3c2550e&bb=HGocRlg8CSayHfao0rd_SX4CVojaMoI-Ua8xSUaiEKF4r17nKGrw3KJx7jLSdp4heA83Vgac6uaDP-NLqr0ii5wvVp6p7lvHWptCKr8yGPdArR6qO0lNkg%3D%3D&xkcb=SoCZ67M356l7J_x7sJ0DbzkdCdPP&fccid=9474516a9efc22f2&vjs=3,"Manager, Analytics (Residential)",,,Four Seasons,,"Hybrid work in Toronto, ON",Full-time,,,,"Act as a data steward for Residential, collaborate with data owners and data custodians to catalogue Residential data, measure data quality, and develop,…",data,,,,,,,,data,,data,,data,
https://ca.indeed.com/rc/clk?jk=ab5cb6f9b21e82ad&bb=HGocRlg8CSayHfao0rd_SWB3j3YG9JsB2fhnTzFVHUnTluVYEeAZgomdg4bSKne4_nN-nulLJOl_Grhl39leafKEFF0ZqFz1JmKpNoI0LMB5TvKzD_IukQ%3D%3D&xkcb=SoAt67M356l7J_x7sJ0CbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,"Applied Scientist Manager, Tax Engine",,,Amazon Development Centre Canada ULC,,"Vancouver, BC","From $222,800 a year",Full-time,,,3+ years of scientists or machine learning engineers management experience.,scientists,,,,,"Knowledge of ML, NLP, Information Retrieval and Analytics.",,,,,,,,
https://ca.indeed.com/rc/clk?jk=47371b95a4362639&bb=HGocRlg8CSayHfao0rd_SZDufnGq0zsRH9I-wHkK5J-KWl03MWVEpvzJpcfd9fu9kmJyoUc5rbPPE3eEmUqwFt05IyUhlz5S_mZTzNEP-WPN6dycyr3r_LRLDNWyXMBP&xkcb=SoCw67M356l7J_x7sJ0BbzkdCdPP&fccid=62877b20e947a8f1&vjs=3,Manager Sca Business Analytics,,,McCain Foods,,"Toronto, ON M5V 1K4",Full-time,,,,"Think big and plan ahead, analytical insights and reporting: derive insights for cost savings through analysis of data sources to evaluate performance and…",data,,,,,,,,,,,,,
https://ca.indeed.com/rc/clk?jk=d9a200ebb6be6b39&bb=HGocRlg8CSayHfao0rd_SbiPkQo03uH1keU7-wXezu28IwPIoBLdBwnyDvBOum7sw2fcHhk5kxULpl8JAr6CCF3i_nnrCHdg4-A1N__Gq9KZj50J0N4LLA%3D%3D&xkcb=SoAE67M356l7J_x7sJ0AbzkdCdPP&fccid=09ac3ce4d9d271d1&vjs=3,"Assistant Professor, Theoretical Quantum Physics & Machine Learning; CIFAR AI & QHA Chair",,,University of Alberta,,"Edmonton, AB T6G 2B7",Full-time,,,,"The Department of Physics has approximately 48 faculty with research interests in condensed matter physics, astrophysics, biophysics, geophysics and subatomic…",,,,,,,,,,,,,,
https://ca.indeed.com/rc/clk?jk=9764ac1dedbe0bee&bb=HGocRlg8CSayHfao0rd_SUCTvfdxZuNwkEv-cokw81QPO-6i5ruIeh2qhubm14xdZKqgmWbXNG-js40ypwhAtf3gJitQKfb3l_v02uIqhL35CvPIESLTGQ%3D%3D&xkcb=SoCK67M356l7J_x7sJ0HbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,"Sr. Business Intelligence Engineer, Selling Partner Financial Tech",,,"Amazon Canada Fulfillment Services, ULC - B85",,"Vancouver, BC","From $97,400 a year",Full-time,,,"Experience with theory and practice of information retrieval, data science, machine learning and data mining.",data,,,,,10+ years of professional or military experience.,,,data,,,,,
https://ca.indeed.com/rc/clk?jk=a0b83271eb54ad2c&bb=HGocRlg8CSayHfao0rd_SUvgXaTkO_JV74rHYOQ4Y-ofS4kVvJysYpcKDZAA-UT-obBYMEPlSuX90Lg9mJDiMmx7nck-tccaAKOYcqCaMJB8vFa2x8xR7fQQoHaim0KQ&xkcb=SoA-67M356l7J_x7sJ0GbzkdCdPP&fccid=62877b20e947a8f1&vjs=3,Manager SCA Business Analytics,,,McCain Foods Limited,,"Toronto, ON M5V 1K4",Full-time,,,,"Think big and plan ahead, analytical insights and reporting: derive insights for cost savings through analysis of data sources to evaluate performance and…",data,,,,,,,,,,,,,
https://ca.indeed.com/rc/clk?jk=7e64e7bb20858593&bb=HGocRlg8CSayHfao0rd_SaIWKILBmC3_-O7Ylg-L8bZKMhTveDbV_2Ki--uHrpZnvOAu0ulQtBlaEScehYAOjKdAwj98GdulPW89ghNw0rs45A3k778jYA%3D%3D&xkcb=SoCj67M356l7J_x7sJ0FbzkdCdPP&fccid=3002307a9e5b4706&vjs=3,"Senior Manager, Collections Strategies & Analytics, Retail Credit Risk",,,Scotiabank,,"Toronto, ON M5H 1B6",Permanent,,,,Ensure data integrity and accuracy through effective data governance practices.,data,,,,,Collaborate with data scientists and analysts to develop and deploy advanced…,,,data,,data,,scientists,
https://ca.indeed.com/rc/clk?jk=e87584b414ce749f&bb=DjhpaOyfWp3dYd2TeMRDD-jXXV3pCy9qZguyFwv31zYfhaIMhhX6Sg4KaGW1Bkrwhby99G5R71txMFGxVJ9L1bAZ91pteqZARIMNHHnVYHxuhTRMCXgHAQ%3D%3D&xkcb=SoAX67M356l6qdR7sJ0LbzkdCdPP&fccid=537b899e30af3338&vjs=3,Senior Data Scientist,,,Royal Bank of Canada,,"Mississauga, ON L5C 1E4",Full-time,,,,,,,,,,,,,,,,,,"Job Summary Job Description What is the Opportunity? As the Senior Data Scientist, you will lead data analysis and machine learning initiatives, work…"
https://ca.indeed.com/rc/clk?jk=ac360ebfb2418388&bb=DjhpaOyfWp3dYd2TeMRDD9V4Lm7YqSGc-YqgT41nSlKl3GZsoyC9AYlvqsEz7gtaoWCkcDE8K-pjhQLN9NrhxCcRcPyCYp2fh73kFmIr6qfeFmPP5h8KUQ%3D%3D&xkcb=SoCj67M356l6qdR7sJ0KbzkdCdPP&fccid=3002307a9e5b4706&vjs=3,"Senior Manager, Credit Card Analytics",,,Scotiabank,,"Toronto, ON M5C 2T6",Permanent,,,,,,,,,,,,,,,,,,"Requisition ID: 211277 Join a purpose driven winning team, committed to results, in an inclusive and high-performing culture. The Senior Manager, Credit…"
https://ca.indeed.com/rc/clk?jk=a1d412d1726944c2&bb=DjhpaOyfWp3dYd2TeMRDD5KuD7JLO_KVzVc5jPEzlWSF4kBy2Mmavvyy7Efgzw6oxqvW6fv0MqM1ezIR3asmWaTTxTRCfuIfORc7_VOU4ptQpEmLLL2s5RAELVphnTjX&xkcb=SoA-67M356l6qdR7sJ0JbzkdCdPP&fccid=236ef8b5fc73dcdc&vjs=3,"Data Scientist, Finance Transformation",,,Definity Financial Corporation,,"Hybrid work in Waterloo, ON","$74,100–$136,500 a year",Full-time,,,,,,,,,,,,,,,,,"Definity is the parent company to some of Canada’s most long-standing and innovative insurance brands, including Economical Insurance, Sonnet Insurance,…"
https://ca.indeed.com/rc/clk?jk=09cc6c8f1fb3dca7&bb=DjhpaOyfWp3dYd2TeMRDD3HtIcPeL4w9Auxr_rlFrydQdSwuaPtCAwZk6V2-W17LWafzu5Ny1W9pMs8N0mGmZesJVk_3EPt0lfLibWnFYiG7K9eL7XNtPQ%3D%3D&xkcb=SoCK67M356l6qdR7sJ0IbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,"Sr Technical Program Manager, Measurement, Ad Tech, and Data Science (MADS)",,,Amazon Development Centre Canada ULC,,"Toronto, ON",Full-time,,,,,,,,,,,,,,,,,,- 5+ years of technical product or program management experience - 3+ years of software development experience - 5+ years of technical program management…
https://ca.indeed.com/rc/clk?jk=df991254b7b0d915&bb=DjhpaOyfWp3dYd2TeMRDDzDR7BKgJyTDiG8WsJjMglKcbloAUO71hyRww3wbeAlA4hyt6SJLfnpFoUAOeqzspYJxAwEZME8tZ8OpkQqNmoseb2VKi6L_Y86GyIOg5fvc&xkcb=SoAE67M356l6qdR7sJ0PbzkdCdPP&fccid=2cc6b866d511f0c2&cmp=Cohere&ti=Director+of+Engineering&vjs=3,"Director, Engineering Fellow NLP",,,Cohere,,"Hybrid work in Toronto, ON M5T 1X3","$270,000–$300,000 a year",Full-time,,,,,"Employer
Active 9 days ago",,,Easily apply,,Employer,,,,,,,*Key Responsibilities Determining the strategic direction and establishing objectives for the company’s Artificial Intelligence (AI) research and product…
https://ca.indeed.com/rc/clk?jk=06ddb799913179b9&bb=DjhpaOyfWp3dYd2TeMRDD1vrYo3MNwxYAeOtYjVebtoDhLswv3WBVP_u9LbZZ6E3Cwnz48rw9Ql98gqsALoki98iJFstA3zYDnV5gYTV6MHzabHeJe_YnQ%3D%3D&xkcb=SoCw67M356l6qdR7sJ0ObzkdCdPP&fccid=ed81336789a877c2&vjs=3,"Senior Strategy Manager, Data Analytics & AI",,,TELUS,,"Toronto, ON","$94,000–$142,000 a year",Full-time,,,,,,,,,,,,,,,,,"Location: Toronto, ON, CA Calgary, AB, CA Vancouver, BC, CA Qu?bec, QC, CA Ottawa, ON, CA Montréal, QC, CA Burnaby, BC, CA Edmonton, AB, CA Req ID: 42984…"
https://ca.indeed.com/rc/clk?jk=2616e69a8b19b094&bb=DjhpaOyfWp3dYd2TeMRDD-WsFiAkoUBsxlM2zwSeegY2FfvolqlsKwlkh7vsW41RDXC0x3hHDG_n0t7vs_R0we-xQJRD_KLDtlFW-MeImSyJ1h0o1q_ppA%3D%3D&xkcb=SoAt67M356l6qdR7sJ0NbzkdCdPP&fccid=34c446722f3cf576&vjs=3,Bilingual Analytics Consultant,,,Equifax,,"Montréal, QC H3A 2Y1",Full-time,,,,,,,,,,,,,,,,,,"Sommaire du poste : Le conseiller ou la conseillère bilingue, Données et analyses, fournit une expertise en matièred’affaires, d’analyse et de produits à…"
https://ca.indeed.com/rc/clk?jk=8516631a747ebef2&bb=DjhpaOyfWp3dYd2TeMRDD3QYwv4SnQuA2As0Lo3c1vzQIJJDzv0gZGX0_hjB9MCt2Y5WPaEs5gmWF4IQd2u9t-6ccPupVaQQT6fkjd8shpYxoAF9zX-14vSVJ7BuDFSh&xkcb=SoCZ67M356l6qdR7sJ0MbzkdCdPP&fccid=bada60acad8da839&vjs=3,"Technical Lead, Enterprise Data & Business Intelligence",,,SE Health,,"Markham, ON",Full-time,,,,,,,,,,,,,,,,,,"We are looking for a Technical Lead, Enterprise Data & Business Intelligence who would serve as a key role responsible for overseeing the end-to-end delivery…"
https://ca.indeed.com/rc/clk?jk=a82bdc348668835d&bb=DjhpaOyfWp3dYd2TeMRDD7rH5BWFCC5Eb1NPxXsJgWorKejEvsW7Kdx_Upkmu5_HKdigeX5r6RBlRAeqyEAi0PljtHwZrqchdqijxaHicZueIFUtRfIPDFIOUIfwcx5r&xkcb=SoBw67M356l6qdR7sJ0DbzkdCdPP&fccid=843dd5d328ba7c79&vjs=3,Website Analyst (Go Auto Marketing Technology),,,Go Auto,,"Edmonton, AB",Full-time,,,,,,,,,Easily apply,,,,,,,,,Job Description: Are you passionate about being #1 on Google? Does increasing organic traffic and conversion get you excited? Do you love three-letter…
https://ca.indeed.com/rc/clk?jk=236fdac025c37102&bb=DjhpaOyfWp3dYd2TeMRDD_PletfgmmGQ9_dt8tzPz29dtzcJoNVU2Gn3p2qGaNHpTBvTPQGnx1OHVb1Ds9RS6sPUL3rfXjxlDJ5h4u-D47MQi-6XHZ7qHg%3D%3D&xkcb=SoDE67M356l6qdR7sJ0CbzkdCdPP&fccid=6f49e88f14c18b75&vjs=3,Site IT Services Data & Analytics Lead F/M/X,,,Mars,,"Bolton, ON L7E 5S4",Full-time,,,,,,,,,,,,,,,,,,"Job Description: Leverage Technology and data integration to enrich, cleanse, transform and deliver data from disparate sources into meaningful, trusted…"
https://ca.indeed.com/rc/clk?jk=fc028af88677ec15&bb=DjhpaOyfWp3dYd2TeMRDD7RfIQqTQB7haTlsuD64ltBXTaYdOQPm7F4j99cLf60h_3m2FPddFqAecZm2kZ37KTERlZ6IpoawyNFO5W6TCYKncdJtoJCl4itWVy75oddn&xkcb=SoBZ67M356l6qdR7sJ0BbzkdCdPP&fccid=5e50810dc475b1eb&vjs=3,"Sr. Manager, Analytics",,,Rekuten Global,,"Toronto, ON",Full-time,,,,,,,https://ca.indeed.com/addlLoc/redirect?tk=1idqmtbchjclq89t&jk=fc028af88677ec15&dest=%2Fjobs%3Fq%3DData%2BScientist%26l%3DCanada%26radius%3D50%26grpKey%3DkAOV2M05mAOektYFoAMB8gcDdGNs,View similar jobs with this employer,,,,,,,,,,"Job Description: Rakuten International oversees 7 businesses with over 4,000 employees globally. The brand is recognized for its leadership and innovation in…"
https://ca.indeed.com/rc/clk?jk=332b34eae96777fb&bb=DjhpaOyfWp3dYd2TeMRDD_AF6yPRnX9X4iBumHOwkMj4XpXnRTkkSRYKJy63AMNsn3EG78t686P-R1vnXjvjKN95hYe9fgWtdNCUOzMBMAcUrX0PsSwHOgao4lBSc0sx&xkcb=SoDt67M356l6qdR7sJ0AbzkdCdPP&fccid=491054a412533e48&vjs=3,"Sr. Director, Data, Analytics & Artificial Intelligence",,,Groupe Dynamite Inc.,,"Mont-royal, QC H4P 1M2",Full-time,,,,,,,,,,,,,,,,,,"Overview: Groupe Dynamite Inc. (GDI) is a Montréal-based, privately held house of integrated omni-channel brands, designing and distributing accessible, trend…"
https://ca.indeed.com/rc/clk?jk=9e9df91f0d2faedf&bb=DjhpaOyfWp3dYd2TeMRDDzOWPGxaQ_tAD9tFjp_APFreYUj9NXlzJRyEA8IRW6tjwo7_cdMPbRF9k2WiIfqNWKgdpErwetkZF4KQZUrcfo76SXGNXfsTZyoJcn5cEpbl&xkcb=SoBj67M356l6qdR7sJ0HbzkdCdPP&fccid=73ba4947c3957345&vjs=3,Assistant Professor in Machine Learning and Industrial Optimization,,,The University of Calgary,,"Calgary, AB T2N 1N4",Full-time,,,,,,,,,,,,,,,,,,Description Position Parameters The Faculty of Science at the University of Calgary invites applications for a tenure-track Assistant Professor focusing on…
https://ca.indeed.com/rc/clk?jk=9a56f3e50a583e61&bb=DjhpaOyfWp3dYd2TeMRDDyyp998lL8y6X29FZrWJfy8H-CfOCg8F86jgNDKoPF8ceJXKoQGWOzMyfwJbzekyyUNHu3v1OtV1x4JlYGpkw1Aj7E_NxLn8XA%3D%3D&xkcb=SoDX67M356l6qdR7sJ0GbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,"Sr. Software Dev Engineer, Measurement, Ad Tech, and Data Science (MADS)",,,Amazon Development Centre Canada ULC - K03,,"Toronto, ON",Full-time,,,,,,,,,,,,,,,,,,- 5+ years of non-internship professional software development experience - 5+ years of programming with at least one software programming language experience …
https://ca.indeed.com/rc/clk?jk=6326e49ee54a8903&bb=DjhpaOyfWp3dYd2TeMRDD9uVI1iVP-904oLBfc9cxWklA7S9ayWm9FZ2wXC0fSnS_o4hnV69SnTdg54KcbZIptbadH0e2aW7v6mm6MtH6mkeFIVB9GCswkQq9Q07yS-c&xkcb=SoBK67M356l6qdR7sJ0FbzkdCdPP&fccid=136e9b110591a1e1&vjs=3,SENIOR APP AND WEB ANALYTICS IMPLEMENTATION EXPERT,,,Business Development Bank of Canada,,"Hybrid work in Montréal, QC H3B 5E7",Full-time,,,,,,,,,,,,,,,,,,"We are banking at another level. Choosing BDC as your employer means working in a healthy, inclusive, and skilled workplace that puts forward the best…"
https://ca.indeed.com/rc/clk?jk=9a56f3e50a583e61&bb=VpIW4s_kgLydQMNRSYpxqHrAZG4jVpdlI7J8Db6OpAzll8zcppSuJPfAgYO69BtMWYVdhlqHxFXyXDZ2U2jTd9ItYjrUQ3L1X6b7vJpMclx_4R13jwRTug%3D%3D&xkcb=SoDb67M356l6PVQHYx0LbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,"Sr. Software Dev Engineer, Measurement, Ad Tech, and Data Science (MADS)",,,Amazon Development Centre Canada ULC - K03,,"Toronto, ON",Full-time,,,,We apply the latest machine learning and big data technologies available on terabytes of data a day operating Petabyte size clusters.,data,,,,,A day in the life.,,,data,,,,,
https://ca.indeed.com/rc/clk?jk=61e42d0c10bff642&bb=VpIW4s_kgLydQMNRSYpxqKj1UY2H6yfLnTEV7erSkUctZwaeXsh6sRhXozHc4kyLtCqQtASZUzVDgo8kePfzj5lEAdysFQ-8U7i4Dd-l8Zv3DMOPn10xFf80avP2ljYC&xkcb=SoBv67M356l6PVQHYx0KbzkdCdPP&fccid=c899d1c8c8e6ff07&vjs=3,"Director, People Analytics",,,Arc'teryx,,"Hybrid work in North Vancouver, BC","$146,000–$182,000 a year",Full-time,,,Oversee the implementation of a people data lake.,data,,,,,"Shape our people systems and data ecosystem, integrating advanced analytics into decision-making across the…",,,data,,,,,
https://ca.indeed.com/rc/clk?jk=af29cbd9b318962b&bb=VpIW4s_kgLydQMNRSYpxqAX2n70cXzu3sFYI9HHtYrbBbpiHVEuDecSG6VA95y59FJAPKKU-Dsia60c0rJXvRUakrRjA_lXH1UTN_W23-6csejONpd8HCQ%3D%3D&xkcb=SoDy67M356l6PVQHYx0JbzkdCdPP&fccid=3cb85b9ae156e8d0&vjs=3,"Manager, Market Analytics & Growth Strategy",Typically responds within 2 days,,NAPA Auto Parts,,"Montréal, QC H1N 3E2",Full-time,,,,"Develop, maintain and manage the company’s market analysis and geospatial tools, software and data.",,"Employer
Active 8 days ago",,,Easily apply,"Whether you focus on market analytics and growth, strategic…",Employer,,,,,,,
https://ca.indeed.com/rc/clk?jk=bd1e597afd3b4f75&bb=VpIW4s_kgLydQMNRSYpxqHS_FqRQ-u2zz_EvbkWz2h1iNPzmFUqIVxahZ2b5FbcwzhM1GUw0dhxXlhpbSBUaWgSY70bihV064Th_MiVW8Cp5UxkIqoPOkA%3D%3D&xkcb=SoBG67M356l6PVQHYx0IbzkdCdPP&fccid=4ed0e98d5a1617c6&vjs=3,"Assistant Professor, Data Science",,,Mount Royal University,,"Calgary, AB T3E 6K6",,,,,Preferred candidates for this position will hold a PhD in a field demonstrating appropriate expertise in Data Science; or the combination of a research-based…,Data,,,,,,,,,,,,,
https://ca.indeed.com/rc/clk?jk=bb7439fcbe7ad689&bb=VpIW4s_kgLydQMNRSYpxqNAF_vFGdHu-19C0H4IVCxPqNbKIJm61bOqyOJG4Z_I8NDiNfFB1ImZF54MGLE6do--x4NRsrQOPFdvnD_Flca81h3PMcies-9i1G0ooDBT0&xkcb=SoDI67M356l6PVQHYx0PbzkdCdPP&fccid=2d633bb4caa0ee09&vjs=3,Sessional Faculty - ADSC 4710,,,Thompson Rivers University,,"Kamloops, BC V2C 0C8",,,,,ADSC 4710 - Machine Learning in Applied Data Science (3 credits).,Data,,,,,"Masters degree in Data Science, Statistics, or related field (PhD preferred).",,,Data,,,,,
https://ca.indeed.com/rc/clk?jk=d7ca289899266ecc&bb=VpIW4s_kgLydQMNRSYpxqNdoe8tdT75GRNuB7i2jx4oxQP7uGiLOpqsuBrWbvTtLN_md-oOJFbg5mBR72YezALdQ18WBPSfso1OJqhLKtGWZpRbRBEG7OQ%3D%3D&xkcb=SoB867M356l6PVQHYx0ObzkdCdPP&fccid=dfc44f3b8c44a6db&vjs=3,AI Account Executive,,,Cisco Systems,,"Montréal, QC",Full-time,,,,"Understanding of data management concepts, including data warehousing, data lakes and data governance.",data,,,,,"Familiarity with big data technologies such as Hadoop,…",,,data,,data,,data,
https://ca.indeed.com/rc/clk?jk=aacef0f48fea207d&bb=VpIW4s_kgLydQMNRSYpxqLg9ydCy6ND38Or_OBhN2DYRsG4p_gtSbU9TB3uBUV64E-vpynki_tlZPa8SLBD2SbWsNelfxZ6zSHsRHe7VvhWTymu0MK69Lw%3D%3D&xkcb=SoDh67M356l6PVQHYx0NbzkdCdPP&fccid=4ed0e98d5a1617c6&vjs=3,"Assistant Professor, Computing and Big Data",,,Mount Royal University,,"Calgary, AB T3E 6K6",,,,,"Experience in areas such as distributed data processing, MapReduce programming, batch processing, stream processing, and using recognized tools in the field (e…",data,,,,,,,,,,,,,
https://ca.indeed.com/rc/clk?jk=2f3c1ef1c33bd3f5&bb=VpIW4s_kgLydQMNRSYpxqCM5_CsH99PJ_xqhsn47_AzGYduvQXfM55pYKthhLoR6rMZR0YJHEsvETSYjk06cNfa1VNtwFsZbmChVP4q3MbJz-5j9Ai26tw%3D%3D&xkcb=SoBV67M356l6PVQHYx0MbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,"Ingénieur en apprentissage automatique senior | Senior Machine Learning Engineer, Professional Services",,,"Amazon Web Services Canada, Inc.",,"Toronto, ON","$126,000–$210,400 a year",Full-time,,,"10+ years of experience in data or software engineering, with a strong understanding of distributed data processing.",data,,,,,Expérience des outils MLOps (p. ex.,,,data,,,,,
https://ca.indeed.com/rc/clk?jk=fd0c3eb60399d6dd&bb=VpIW4s_kgLydQMNRSYpxqNBYKXHmwPsUasNgx7QNMyRB00ksKLufx7lZbz-QmnNqAk8q7sOIDBznmpJY-P6WkKRdTIJz_pJHjP2qLeHwEQ-P9t52gpZwax0IFQLl0sFMtupYJ8XZPgo%3D&xkcb=SoC867M356l6PVQHYx0DbzkdCdPP&fccid=8acf976ef50e726b&cmp=Lactalis-Canada-Inc&ti=Food+Safety+Manager&vjs=3,Quality and Food Safety Data Manager,,,Lactalis Canada Inc,,"Hybrid work in Etobicoke, ON M9C 5J1",,,,,"Implement new digital tools or upgrade existing data management systems to improve data volume, accuracy, accessibility, and analysis efficiency.",data,"Employer
Active 10 days ago",,,,,Employer,,data,,,,,
